"","ligand","receptor","source","PMIDs"
"503","CCL19","CCR7","HPRD,HPMR,literature,IUPHAR,fantom5","10699158"
"504","CCL19","CCRL2","IUPHAR,fantom5","20002784"
"505","CCL19","CXCR3","fantom5,IUPHAR","9660793"
"506","CCL19","GRM7","reactome",""
"507","CCL19","MTNR1A","reactome",""
"508","CCL1","CCR8","HPMR,fantom5,IUPHAR,literature,HPRD","10699158"
"509","CCL20","ADRA2A","reactome",""
"510","CCL20","CCR6","literature,IUPHAR,fantom5,HPMR,HPRD","10699158"
"511","CCL20","CXCR3","IUPHAR,fantom5","9660793"
"512","CCL20","GRM7","reactome",""
"513","CCL20","MTNR1A","reactome",""
"514","CCL21","ACKR2","HPRD,fantom5","10706668"
"515","CCL21","ACKR4","fantom5,IUPHAR,HPRD","23341447,11"
"516","CCL21","ADRA2A","reactome",""
"517","CCL21","CCR7","fantom5,literature,IUPHAR,HPMR,HPRD","10699158"
"518","CCL21","GRM7","reactome",""
"519","CCL21","MTNR1A","reactome",""
"520","CCL22","ACKR2","literature","10699158"
"521","CCL22","CCR4","HPRD,IUPHAR,literature,fantom5,HPMR","10699158"
"522","CCL23","ACKR2","literature","10699158"
"523","CCL23","ADRA2A","reactome",""
"524","CCL23","CCR1","HPRD,fantom5,literature,IUPHAR,HPMR","10699158"
"525","CCL23","GRM7","reactome",""
"526","CCL23","MTNR1A","reactome",""
"527","CCL24","ACKR2","literature","10699158"
"528","CCL24","CCR2","IUPHAR,fantom5","15207250"
"529","CCL24","CCR3","literature,IUPHAR,fantom5,HPMR,HPRD","10699158"
"530","CCL25","ACKR2","fantom5,HPRD","10706668"
"531","CCL25","ACKR4","HPRD,IUPHAR,fantom5","23341447,11"
"532","CCL25","ADRA2A","reactome",""
"533","CCL25","CCR10","fantom5,HPRD","10706668"
"534","CCL25","CCR9","HPMR,fantom5,IUPHAR,literature,HPRD","10699158"
"535","CCL25","GRM7","reactome",""
"536","CCL25","MTNR1A","reactome",""
"537","CCL26","CCR1","fantom5,HPRD","15039444"
"538","CCL26","CCR2","IUPHAR,fantom5","15207250"
"539","CCL26","CCR3","fantom5,literature,IUPHAR,HPMR,HPRD","10699158"
"540","CCL27","ACKR2","fantom5,HPRD","11821900,10725697,10725696"
"541","CCL27","ADRA2A","reactome",""
"542","CCL27","CCR10","HPRD,IUPHAR,fantom5,HPMR","12718728,10725697,11821900"
"543","CCL27","GRM7","reactome",""
"544","CCL27","MTNR1A","reactome",""
"545","CCL28","ACKR2","HPRD,fantom5","28843907"
"546","CCL28","ADRA2A","reactome",""
"547","CCL28","CCR10","HPMR,IUPHAR,fantom5,HPRD","10781587,11"
"548","CCL28","CCR3","HPRD,HPMR,fantom5,IUPHAR","12964882,11"
"549","CCL28","GRM7","reactome",""
"550","CCL28","MTNR1A","reactome",""
"551","CCL2","ACKR1","literature","10699158"
"552","CCL2","ACKR2","HPRD,literature,fantom5","10699158"
"553","CCL2","ACKR4","HPRD,fantom5","10734104"
"554","CCL2","CCR1","HPRD,fantom5,literature,HPMR","10699158"
"555","CCL2","CCR10","fantom5,HPRD","9364936,107"
"556","CCL2","CCR2","HPMR,IUPHAR,literature,fantom5,HPRD","10699158"
"557","CCL2","CCR3","fantom5,IUPHAR","8642344"
"558","CCL2","CCR4","fantom5,HPMR","16421945"
"559","CCL2","CCR5","HPRD,IUPHAR,fantom5","16298345,1"
"560","CCL2","ACKR1","HPRD,fantom5","13679391,17"
"561","CCL3L1","ACKR2","fantom5,literature,HPRD","10699158"
"562","CCL3L1","CCR1","HPRD,fantom5","11449371"
"563","CCL3L1","CCR3","fantom5,HPRD","11449371"
"564","CCL3L1","CCR5","HPRD,fantom5","11734558,11"
"565","CCL3","ACKR2","fantom5,literature,HPRD","10699158"
"566","CCL3","CCR1","HPMR,fantom5,IUPHAR,literature,HPRD","10699158"
"567","CCL3","CCR3","fantom5,HPRD","7594543"
"568","CCL3","CCR4","HPRD,fantom5","8573157"
"569","CCL3","CCR5","HPRD,fantom5,literature,IUPHAR,HPMR","10699158"
"570","CCL4","ACKR2","fantom5,literature,HPRD","10699158"
"571","CCL4","CCR1","HPRD,fantom5,IUPHAR,literature","10699158"
"572","CCL4","CCR3","fantom5,HPRD","7622448"
"573","CCL4","CCR5","HPRD,HPMR,IUPHAR,literature,fantom5","10699158"
"574","CCL4","CCR8","literature,fantom5,HPRD","10699158"
"575","CCL5","ACKR1","literature","10699158"
"576","CCL5","ACKR2","HPRD,fantom5,literature","10699158"
"577","CCL5","ACKR4","HPRD,fantom5","9469451"
"578","CCL5","ADRA2A","reactome",""
"579","CCL5","CCR1","fantom5,literature,IUPHAR,HPRD","10699158"
"580","CCL5","CCR3","fantom5,literature,IUPHAR,HPMR,HPRD","10699158"
"581","CCL5","CCR4","fantom5,HPRD","12270118,86"
"582","CCL5","CCR5","HPMR,IUPHAR,literature,fantom5,HPRD","10699158"
"583","CCL5","CXCR3","fantom5,IUPHAR","9660793"
"584","CCL5","ACKR1","fantom5,HPRD","12081195,17"
"585","CCL5","GPR75","IUPHAR,fantom5","17001303"
"586","CCL5","GRM7","reactome",""
"587","CCL5","MTNR1A","reactome",""
"588","CCL5","SDC1","fantom5,HPRD","14637022"
"589","CCL5","SDC4","fantom5,HPRD","14637022"
"590","CCL7","ACKR1","literature","10699158"
"591","CCL7","ACKR2","fantom5,literature,HPRD","10699158"
"592","CCL7","ACKR4","HPRD,fantom5","10734104"
"593","CCL7","CCR1","HPMR,fantom5,IUPHAR,literature,HPRD","10699158"
"594","CCL7","CCR10","HPRD,fantom5","9364936"
"595","CCL7","CCR2","fantom5,literature,IUPHAR,HPMR,HPRD","10699158"
"596","CCL7","CCR3","fantom5,literature,IUPHAR,HPMR,HPRD","10699158"
"597","CCL7","CCR5","HPRD,IUPHAR,literature,fantom5","10699158"
"598","CCL7","CXCR3","IUPHAR,fantom5","9660793"
"599","CCL7","ACKR1","fantom5,HPRD","13679391"
"600","CCL8","ACKR2","fantom5,literature,HPRD","10699158"
"601","CCL8","ACKR4","fantom5,HPRD","10734104"
"602","CCL8","CCR1","HPRD,IUPHAR,literature,fantom5","10699158"
"603","CCL8","CCR2","HPRD,fantom5,IUPHAR,literature","10699158"
"604","CCL8","CCR3","HPRD,HPMR,literature,IUPHAR,fantom5","10699158"
"605","CCL8","CCR5","literature,IUPHAR,fantom5,HPMR,HPRD","10699158"
"606","CCL8","ACKR1","fantom5,HPRD","13679391"
"607","CD14","ITGA4","fantom5","17274987"
"608","CD14","ITGB1","fantom5","17274987"
"609","CD14","ITGB2","reactome",""
"610","CD14","RIPK1","reactome",""
"611","CD14","TLR4","reactome",""
"612","CD14","TLR6","reactome",""
"613","CD24","SELP","HPMR,fantom5,HPRD","9129046"
"614","CD274","PDCD1","literature","12889478"
"615","CD34","SELL","HPMR,fantom5","12889478"
"616","CD34","SELP","fantom5",""
"617","CD36","TLR4","reactome",""
"618","CD36","TLR6","reactome",""
"619","CD40LG","CD40","uniprot,IUPHAR,fantom5,HPMR,HPRD","1374165,10647992,7516405,7543281"
"620","CD40LG","ITGAM","fantom5",""
"621","CD40LG","ITGB2","fantom5",""
"622","CD40LG","TRAF3","fantom5",""
"623","CD48","CD2","uniprot",""
"624","CD55","ADGRE5","HPRD,HPMR,fantom5","12417446,11"
"625","CD55","CR1","HPRD,fantom5","11694537"
"626","CD55","ADGRE2","fantom5",""
"627","CD58","CD2","uniprot",""
"628","CD5L","CD5","fantom5","9723705"
"629","CD70","CD27","HPRD,IUPHAR,uniprot,fantom5,HPMR","8120384,8186199,8580829,15723067,7479974,9862673,9767422"
"630","CD80","CD28","literature","22437870"
"631","CD80","CTLA4","literature","22437870"
"632","CD86","CD28","literature","22437870"
"633","CD86","CTLA4","literature","22437870"
"634","CDH1","CDH2","fantom5",""
"635","CDH1","EGFR","HPRD,fantom5","10969083"
"636","CDH1","ERBB3","fantom5",""
"637","CDH1","IGF1R","fantom5","22479204"
"638","CDH1","ITGAE","HPRD,fantom5,HPMR","7969453,124"
"639","CDH1","ITGB7","HPRD,reactome,fantom5,HPMR","7969453,108"
"640","CDH1","KLRG1","fantom5",""
"641","CDH1","LRP5","fantom5",""
"642","CDH1","PTPRF","HPRD,fantom5","12095414"
"643","CDH1","PTPRM","HPRD,fantom5","9531566,7642713,15588985"
"644","CELA3B","CHRM3","fantom5",""
"645","CEL","CXCR4","fantom5","18037996"
"646","CFC1","ACVR1B","reactome",""
"647","CFC1","ACVR2A","reactome",""
"648","CFC1","SMAD3","reactome",""
"649","CFH","ITGAM","fantom5,HPRD","9558116"
"650","CFH","SELL","HPMR,fantom5,HPRD","10377245"
"651","CGA","ADCYAP1R1","reactome",""
"652","CGA","ADRB2","reactome",""
"653","CGA","ADRB3","reactome",""
"654","CGA","FSHR","IUPHAR,fantom5",""
"655","CGA","GPR20","reactome",""
"656","CGA","GPR84","reactome",""
"657","CGA","LHCGR","HPMR,IUPHAR,fantom5,HPRD","10342833,12727981,1922095"
"658","CGA","PTH1R","reactome",""
"659","CGA","RAMP2","reactome",""
"660","CGA","RAMP3","reactome",""
"661","CGA","SIRPA","fantom5",""
"662","CGA","TSHR","IUPHAR,fantom5,reactome",""
"663","CGA","VIPR1","reactome",""
"664","CGB3","LHCGR","HPRD,IUPHAR,fantom5,HPMR",""
"665","CGB3","SIRPA","fantom5",""
"666","CGN","F11R","fantom5,HPRD","10877843"
"667","CGN","OCLN","fantom5",""
"668","CGN","TGFBR1","fantom5",""
"669","CGN","TGFBR2","fantom5",""
"670","CHAD","ITGA2","fantom5,HPMR","9281592"
"671","CHAD","ITGB1","fantom5,HPMR","9281592"
"672","CKLF","CCR4","literature","10699158"
"673","CLCF1","CNTFR","HPRD,HPMR,fantom5","10966616,11294841,11285233"
"674","CLCF1","CRLF1","HPMR,fantom5,HPRD","10966616"
"675","CLCF1","IL6ST","fantom5,HPMR","10966616"
"676","CLCF1","LIFR","reactome,fantom5,HPMR","10966616"
"677","CLEC3A","CLEC10A","fantom5",""
"678","CLEC3A","CLEC2B","fantom5",""
"679","CNTF","CNTFR","fantom5,uniprot,HPRD","8627290,7810882,10812968"
"680","CNTF","IL6R","HPRD,fantom5","1281789"
"681","CNTF","IL6ST","fantom5,HPRD","12643274,16"
"682","CNTF","LIFR","HPRD,fantom5","12643274,16"
"683","CNTN2","CNTN1","HPRD,fantom5","12139915"
"684","CNTN2","CNTNAP2","HPRD,fantom5","12975355"
"685","CNTN2","NRCAM","fantom5,HPRD","12139915"
"686","CNTN2","NRP1","fantom5",""
"687","CNTN4","PTPRG","fantom5","20133774"
"688","COL11A1","DDR1","fantom5,HPRD","9659900"
"689","COL11A1","ITGA2","fantom5",""
"690","COL11A1","ITGB1","fantom5",""
"691","COL14A1","CD44","HPRD,fantom5","8986622"
"692","COL16A1","ITGB1","reactome",""
"693","COL18A1","GPC1","HPRD,HPMR,fantom5","11336704"
"694","COL18A1","GPC4","HPRD,fantom5","11336704"
"695","COL18A1","ITGA3","reactome",""
"696","COL18A1","ITGA5","fantom5,HPMR,HPRD","12682293,11"
"697","COL18A1","ITGB1","HPMR,fantom5,reactome","12682293"
"698","COL18A1","ITGB3","reactome",""
"699","COL18A1","ITGB5","reactome",""
"700","COL18A1","KDR","fantom5,HPRD","12029087"
"701","COL1A1","CD36","HPRD,fantom5","2468670"
"702","COL1A1","CD44","HPRD,fantom5","1730778"
"703","COL1A1","CD93","HPRD,fantom5","1377218"
"704","COL1A1","DDR1","fantom5,HPMR","9659900"
"705","COL1A1","DDR2","HPRD,fantom5,HPMR","12611880,97"
"706","COL1A1","FLT4","fantom5",""
"707","COL1A1","ITGA1","fantom5","10464311"
"708","COL1A1","ITGA11","fantom5,HPMR","7688313,11359786,11856343,2156854"
"709","COL1A1","ITGA2","HPMR,fantom5,HPRD","7688313,11359786,11856343,2156854"
"710","COL1A1","ITGA5","fantom5,HPRD","1693626"
"711","COL1A1","ITGAV","fantom5",""
"712","COL1A1","ITGB1","fantom5,HPMR","7688313,105"
"713","COL1A1","TMPRSS6","fantom5,HPRD","12149247"
"714","COL1A2","CD36","fantom5,HPRD","10772928"
"715","COL1A2","CD44","fantom5,HPRD","1730778"
"716","COL1A2","CD93","fantom5,HPRD","1377218"
"717","COL1A2","FLT4","fantom5",""
"718","COL1A2","ITGA1","fantom5",""
"719","COL1A2","ITGA11","fantom5",""
"720","COL1A2","ITGA2","HPRD,fantom5","2156854"
"721","COL1A2","ITGA2B","fantom5,HPRD","11359786"
"722","COL1A2","ITGAV","fantom5",""
"723","COL1A2","ITGB1","fantom5",""
"724","COL1A2","ITGB3","HPRD,fantom5","1693626"
"725","COL2A1","DDR1","fantom5,HPRD","9659900"
"726","COL2A1","ITGA1","fantom5",""
"727","COL2A1","ITGA10","fantom5,HPMR","9685391"
"728","COL2A1","ITGA2","HPMR,fantom5","7688313"
"729","COL2A1","ITGA2B","HPRD,fantom5","10772239,75"
"730","COL2A1","ITGB1","fantom5,HPMR","7688313,969"
"731","COL2A1","MAG","fantom5,HPRD","2446864"
"732","COL2A1","OR1E1","fantom5",""
"733","COL2A1","TNFRSF10A","fantom5,HPRD","9811967"
"734","COL3A1","DDR1","HPRD,fantom5","9659900"
"735","COL3A1","DDR2","HPRD,fantom5","9659899"
"736","COL3A1","ITGA2","fantom5",""
"737","COL3A1","ITGB1","fantom5",""
"738","COL3A1","MAG","HPRD,fantom5","2446864"
"739","COL4A1","CD47","fantom5",""
"740","COL4A1","CD93","HPRD,fantom5","1377218"
"741","COL4A1","ITGA1","fantom5,HPMR","8223488"
"742","COL4A1","ITGA2","fantom5",""
"743","COL4A1","ITGAV","fantom5","14610079"
"744","COL4A1","ITGB1","reactome,HPMR,fantom5","8223488"
"745","COL4A1","ITGB8","fantom5,HPMR","7542940"
"746","COL4A2","CD93","fantom5,HPRD","1377218"
"747","COL4A2","ITGB3","reactome",""
"748","COL4A2","ITGB5","reactome",""
"749","COL4A3","CD47","fantom5","10493512"
"750","COL4A3","CD93","fantom5,HPRD","1377218"
"751","COL4A3","ITGA1","fantom5",""
"752","COL4A3","ITGA2","fantom5",""
"753","COL4A3","ITGA3","reactome",""
"754","COL4A3","ITGAV","fantom5","12842087"
"755","COL4A3","ITGB1","reactome,fantom5",""
"756","COL4A3","ITGB3","reactome",""
"757","COL4A4","CD47","fantom5",""
"758","COL4A4","CD93","HPRD,fantom5","9136074"
"759","COL4A4","ITGA1","fantom5",""
"760","COL4A4","ITGA2","fantom5",""
"761","COL4A4","ITGAV","fantom5",""
"762","COL4A4","ITGB1","fantom5",""
"763","COL4A4","ITGB3","reactome",""
"764","COL4A5","CD47","fantom5",""
"765","COL4A5","CD93","HPRD,fantom5","1377218"
"766","COL4A5","ITGA1","fantom5",""
"767","COL4A5","ITGA2","fantom5",""
"768","COL4A5","ITGAV","fantom5",""
"769","COL4A5","ITGB1","fantom5",""
"770","COL4A6","CD47","fantom5",""
"771","COL4A6","CD93","HPRD,fantom5","1377218"
"772","COL4A6","ITGA1","fantom5",""
"773","COL4A6","ITGA2","fantom5",""
"774","COL4A6","ITGAV","fantom5",""
"775","COL4A6","ITGB1","fantom5",""
"776","COL5A1","ITGA1","fantom5",""
"777","COL5A1","ITGB1","fantom5",""
"778","COL5A1","SDC3","HPRD,fantom5","11751872"
"779","COL5A2","DDR1","HPRD,fantom5","9659900"
"780","COL5A2","ITGA1","fantom5",""
"781","COL5A2","ITGB1","fantom5",""
"782","COL5A3","SDC3","HPMR,fantom5","11751872"
"783","COL6A1","ITGA1","fantom5",""
"784","COL6A1","ITGA2","fantom5",""
"785","COL6A1","ITGA6","fantom5",""
"786","COL6A1","ITGB1","fantom5",""
"787","COL6A2","ITGA1","fantom5",""
"788","COL6A2","ITGA2","fantom5",""
"789","COL6A2","ITGB1","fantom5",""
"790","COL6A3","ITGA1","fantom5",""
"791","COL6A3","ITGA2","fantom5",""
"792","COL6A3","ITGB1","fantom5",""
"793","COL7A1","ITGA2","fantom5",""
"794","COL7A1","ITGB1","fantom5",""
"795","COL8A1","ITGA1","HPRD,fantom5","12482545,11"
"796","COL8A1","ITGA2","fantom5,HPRD","12482545,11"
"797","COL9A1","ITGB1","reactome",""
"798","COL9A1","MAG","HPRD,fantom5","2446864"
"799","COL9A2","ITGB1","reactome",""
"800","COL9A2","MAG","fantom5,HPRD","2446864"
"801","COL9A3","ITGB1","reactome",""
"802","COL9A3","MAG","HPRD,fantom5","2446864"
"803","COLQ","MUSK","fantom5,HPRD","15159418"
"804","COMP","ITGB1","reactome",""
"805","COMP","ITGB3","reactome",""
"806","CORT","ADRA2A","reactome",""
"807","CORT","GHSR","HPRD,HPMR,fantom5","11227737"
"808","CORT","GRM7","reactome",""
"809","CORT","MRGPRX2","fantom5,HPMR,HPRD","12915402"
"810","CORT","MTNR1A","reactome",""
"811","CORT","SSTR1","HPMR,fantom5,IUPHAR,HPRD","11011067,9650799,10598788,15333679,9205124,9125122"
"812","CORT","SSTR2","HPRD,HPMR,IUPHAR,fantom5","9125122,9650799,10598788,15333679"
"813","CORT","SSTR3","HPRD,HPMR,IUPHAR,fantom5","9125122,9650799,10598788,15333679,9205124"
"814","CORT","SSTR4","HPRD,HPMR,fantom5,IUPHAR","11011067,9650799,10598788,9125122,9205124"
"815","CORT","SSTR5","HPRD,HPMR,IUPHAR,fantom5","11011067,9650799,10598788,15333679,9205124,9125122"
"816","CPAMD8","SCTR","fantom5,HPRD","1335692"
"817","CP","SLC40A1","fantom5","24921009"
"818","CRH","ADCYAP1R1","reactome",""
"819","CRH","ADRB2","reactome",""
"820","CRH","ADRB3","reactome",""
"821","CRH","CRHR1","HPRD,fantom5,IUPHAR,HPMR","8536644,7692441,9326293,9851694,11123370,8612563,7477349,9178757"
"822","CRH","CRHR2","fantom5,IUPHAR,HPMR,HPRD","8536644,11123370,8243338"
"823","CRH","GPR20","reactome",""
"824","CRH","GPR84","reactome",""
"825","CRH","MC2R","IUPHAR,fantom5",""
"826","CRH","PTH1R","reactome",""
"827","CRH","RAMP2","reactome",""
"828","CRH","RAMP3","reactome",""
"829","CRH","TSHR","reactome",""
"830","CRH","VIPR1","reactome",""
"831","CRP","OLR1","fantom5","21821723"
"832","CSF1","CSF1R","uniprot,IUPHAR,fantom5,HPMR,HPRD","7883784,2408759,8355686"
"833","CSF2","CSF1R","IUPHAR,fantom5",""
"834","CSF2","CSF2RA","HPRD,fantom5,uniprot,IUPHAR,HPMR","2828352,10572088,1702217,8910448,9211889"
"835","CSF2","CSF2RB","HPMR,fantom5,uniprot,HPRD","2828352,8278375,2645577"
"836","CSF2","CSF3R","HPMR,fantom5","11091218"
"837","CSF2","IL3RA","fantom5,HPRD","7957082"
"838","CSF2","ITGA9","fantom5",""
"839","CSF2","ITGB1","fantom5",""
"840","CSF2","SDC2","HPRD,fantom5","10734053"
"841","CSF3","CSF1R","fantom5,IUPHAR",""
"842","CSF3","CSF3R","HPRD,fantom5,IUPHAR","10364174"
"843","CSH1","PRLR","IUPHAR,fantom5,HPRD","10966654"
"844","CSH2","PRLR","fantom5,IUPHAR",""
"845","CSHL1","GHR","fantom5",""
"846","CSHL1","PRLR","fantom5,IUPHAR",""
"847","CTF1","IL6ST","fantom5,HPRD","11834704"
"848","CTF1","LIFR","fantom5,HPRD","11834704"
"849","CTGF","ERBB4","HPRD,fantom5","12297288"
"850","CTGF","ITGA5","fantom5","18167060"
"851","CTGF","ITGAM","fantom5,HPMR","12736251"
"852","CTGF","ITGB2","HPMR,fantom5","12736251"
"853","CTGF","LRP1","fantom5,HPRD","14585398"
"854","CTGF","LRP6","HPMR,fantom5","15105373"
"855","CTGF","NTRK1","fantom5","15601748"
"856","CTHRC1","FZD3","fantom5","18606138"
"857","CTHRC1","FZD5","fantom5","18606138"
"858","CTHRC1","FZD6","fantom5","18606138"
"859","CUBN","LRP2","fantom5,HPRD","11994745,12"
"860","CX3CL1","CX3CR1","HPRD,fantom5,literature,IUPHAR,HPMR","10699158"
"861","CXCL10","ADRA2A","reactome",""
"862","CXCL10","CCR3","fantom5,IUPHAR,HPRD","11110785"
"863","CXCL10","CXCR3","HPRD,HPMR,fantom5,IUPHAR,uniprot,literature","10699158"
"864","CXCL10","GRM7","reactome",""
"865","CXCL10","MTNR1A","reactome",""
"866","CXCL10","SDC4","fantom5","20484822"
"867","CXCL11","ACKR1","literature","10699158"
"868","CXCL11","ACKR3","IUPHAR,fantom5",""
"869","CXCL11","ADRA2A","reactome",""
"870","CXCL11","CCR3","IUPHAR,fantom5,HPRD","11110785"
"871","CXCL11","CXCR3","fantom5,uniprot,IUPHAR,literature,HPMR,HPRD","10699158"
"872","CXCL11","GRM7","reactome",""
"873","CXCL11","MTNR1A","reactome",""
"874","CXCL12","ACKR3","fantom5,IUPHAR,HPMR","16107333,20956518,23396314"
"875","CXCL12","ADRA2A","reactome",""
"876","CXCL12","CCR4","fantom5",""
"877","CXCL12","CD4","HPRD,fantom5","10600606"
"878","CXCL12","CXCR3","HPMR,fantom5,IUPHAR","9660793"
"879","CXCL12","CXCR4","HPRD,HPMR,fantom5,IUPHAR,literature","10699158"
"880","CXCL12","GRM7","reactome",""
"881","CXCL12","ITGB1","fantom5","18448868"
"882","CXCL12","MTNR1A","reactome",""
"883","CXCL12","SDC4","fantom5",""
"884","CXCL13","ACKR4","HPRD,fantom5","10706668"
"885","CXCL13","ADRA2A","reactome",""
"886","CXCL13","CCR10","fantom5,HPRD","10706668"
"887","CXCL13","CXCR3","HPRD,fantom5","11554781"
"888","CXCL13","CXCR5","HPMR,IUPHAR,literature,fantom5,HPRD","10699158"
"889","CXCL13","GRM7","reactome",""
"890","CXCL13","HTR2A","fantom5",""
"891","CXCL13","MTNR1A","reactome",""
"892","CXCL13","OPRD1","fantom5",""
"893","CXCL16","ADRA2A","reactome",""
"894","CXCL16","CXCR6","IUPHAR,fantom5,HPMR,HPRD","14625285,11290797,11017100,11290797"
"895","CXCL16","GRM7","reactome",""
"896","CXCL16","MTNR1A","reactome",""
"897","CXCL1","ACKR1","literature","10699158"
"898","CXCL1","ADRA2A","reactome",""
"899","CXCL1","CXCR1","HPMR,IUPHAR,uniprot,literature,fantom5,HPRD","10699158"
"900","CXCL1","CXCR2","literature,IUPHAR,fantom5,HPRD","10699158"
"901","CXCL1","ACKR1","fantom5,HPMR,HPRD","12734373,76"
"902","CXCL1","GRM7","reactome",""
"903","CXCL1","MTNR1A","reactome",""
"904","CXCL2","ADRA2A","reactome",""
"905","CXCL2","CXCR1","HPRD,fantom5,HPMR","12964882,93"
"906","CXCL2","CXCR2","HPRD,fantom5,IUPHAR,literature","10699158"
"907","CXCL2","GRM7","reactome",""
"908","CXCL2","MTNR1A","reactome",""
"909","CXCL2","XCR1","fantom5,HPMR","10518929"
"910","CXCL3","ADRA2A","reactome",""
"911","CXCL3","CXCR1","HPRD,fantom5,HPMR","12964882,87"
"912","CXCL3","CXCR2","HPRD,fantom5,IUPHAR,literature","10699158"
"913","CXCL3","GRM7","reactome",""
"914","CXCL3","MTNR1A","reactome",""
"915","CXCL5","ACKR1","literature","10699158"
"916","CXCL5","ADRA2A","reactome",""
"917","CXCL5","CXCR1","HPMR,fantom5,literature,uniprot,HPRD","10699158"
"918","CXCL5","CXCR2","HPRD,fantom5,IUPHAR,literature","10699158"
"919","CXCL5","ACKR1","HPRD,fantom5","13679391"
"920","CXCL5","GRM7","reactome",""
"921","CXCL5","MTNR1A","reactome",""
"922","CXCL6","ACKR1","literature","10699158"
"923","CXCL6","ADRA2A","reactome",""
"924","CXCL6","CXCR1","fantom5,uniprot,IUPHAR,literature,HPMR,HPRD","10699158"
"925","CXCL6","CXCR2","HPRD,IUPHAR,fantom5,HPMR","12964882,9692902,10593335,9692902"
"926","CXCL6","GRM7","reactome",""
"927","CXCL6","MTNR1A","reactome",""
"928","CXCL8","ACKR1","literature","10699158"
"929","CXCL8","ADRA2A","reactome",""
"930","CXCL8","CXCR1","uniprot","10699158"
"931","CXCL8","CXCR2","literature","10699158"
"932","CXCL8","GRM7","reactome",""
"933","CXCL8","MTNR1A","reactome",""
"934","CXCL9","ADRA2A","reactome",""
"935","CXCL9","CCR3","HPRD,IUPHAR,fantom5","11110785"
"936","CXCL9","CXCR3","fantom5,literature,IUPHAR,uniprot,HPMR,HPRD","10699158"
"937","CXCL9","GRM7","reactome",""
"938","CXCL9","MTNR1A","reactome",""
"939","CYR61","CAV1","fantom5",""
"940","CYR61","ITGA5","HPMR,fantom5","9446626"
"941","CYR61","ITGAM","HPMR,fantom5","12036876"
"942","CYR61","ITGAV","HPRD,fantom5","10821835,11"
"943","CYR61","ITGB2","fantom5,HPMR","12036876"
"944","CYR61","ITGB3","HPMR,fantom5","9446626"
"945","CYR61","ITGB5","fantom5,HPRD","11287419"
"946","DCN","EGFR","fantom5,HPRD","12105207"
"947","DCN","ERBB4","fantom5","10942781"
"948","DCN","MET","fantom5","10942781"
"949","DEFB103A","CCR2","fantom5","23390582"
"950","DEFB103A","CCR6","HPRD,fantom5","23390582"
"951","DEFB106A","CCR2","literature","23938203"
"952","DEFB1","CCR6","HPRD,literature,fantom5","25585877,20068036,25122636"
"953","DEFB4A","CCR6","fantom5,IUPHAR,literature,HPRD","20068036,25122636,25585877"
"954","DEFB4A","TLR4","HPRD,fantom5","12411706"
"955","DHH","BOC","fantom5","20519495"
"956","DHH","CDON","fantom5","20519495"
"957","DHH","HHIP","HPRD,HPMR,fantom5","10050855,11"
"958","DHH","PTCH1","HPRD,fantom5","9811851"
"959","DHH","PTCH2","fantom5,HPMR,HPRD","9811851"
"960","DKK1","KREMEN1","fantom5,HPMR,HPRD","12050670"
"961","DKK1","KREMEN2","fantom5,HPMR","12050670"
"962","DKK1","LRP5","fantom5,HPRD","11516963"
"963","DKK1","LRP6","HPMR,fantom5,HPRD","11357136,11"
"964","DKK2","KREMEN2","fantom5","12527209"
"965","DKK2","LRP6","HPRD,HPMR,fantom5","11357136,11742004,11357136"
"966","DLK2","NOTCH1","fantom5","21419176"
"967","DLL1","NOTCH1","HPMR,uniprot,fantom5,HPRD","9819428,11"
"968","DLL1","NOTCH2","HPRD,uniprot,fantom5","10958687"
"969","DLL1","NOTCH3","fantom5,uniprot,HPRD","12482954,11"
"970","DLL1","NOTCH4","uniprot",""
"971","DLL4","NOTCH1","HPRD,HPMR,uniprot,fantom5","16219802,10837024,11739188"
"972","DLL4","NOTCH4","HPRD,uniprot,fantom5,HPMR","16219802,13"
"973","DMP1","ITGB3","reactome",""
"974","DSCAM","DCC","fantom5",""
"975","DSPP","ITGB1","reactome",""
"976","DUSP18","CD151","fantom5,HPMR",""
"977","DUSP18","ITGA1","fantom5,HPMR",""
"978","DUSP18","ITGA2","fantom5,HPMR",""
"979","DUSP18","ITGA3","HPMR,fantom5",""
"980","DUSP18","ITGA6","fantom5,HPMR",""
"981","DUSP18","ITGA7","fantom5,HPMR",""
"982","DUSP18","ITGB1","HPMR,fantom5",""
"983","DUSP18","ITGB4","fantom5,HPMR",""
"984","DUSP18","RPSA","HPMR,fantom5",""
"985","EBI3","IL27RA","fantom5,uniprot,HPRD","12121660"
"986","EBI3","IL6ST","fantom5",""
"987","ECM1","CACHD1","fantom5",""
"988","EDA","EDA2R","fantom5,uniprot,IUPHAR,HPMR,HPRD","12084975,11039935,12270937"
"989","EDA","EDAR","HPRD,fantom5,IUPHAR,uniprot,HPMR","12084975,11039935,11309369"
"990","EDIL3","ITGAV","fantom5,HPRD","11959660"
"991","EDIL3","ITGB5","fantom5",""
"992","EDN1","EDNRA","HPRD,fantom5,IUPHAR,HPMR","9082970,7647976,10770212"
"993","EDN1","EDNRB","HPRD,fantom5","12972292"
"994","EDN1","ADGRL4","fantom5",""
"995","EDN1","KEL","fantom5,HPRD","10438732"
