ENSMUSG00000030111ENSMUSG00000025809
ENSMUSG00000001506ENSMUSG00000036634
ENSMUSG00000001506ENSMUSG00000055447
ENSMUSG00000029661ENSMUSG00000025743
ENSMUSG00000029661ENSMUSG00000003534
ENSMUSG00000029661ENSMUSG00000026674
ENSMUSG00000029661ENSMUSG00000090210
ENSMUSG00000029661ENSMUSG00000036634
ENSMUSG00000029661ENSMUSG00000055447
ENSMUSG00000029661ENSMUSG00000025321
ENSMUSG00000022483ENSMUSG00000027087
ENSMUSG00000022483ENSMUSG00000025743
ENSMUSG00000022483ENSMUSG00000027435
ENSMUSG00000022483ENSMUSG00000020357
ENSMUSG00000022483ENSMUSG00000055447
ENSMUSG00000026043ENSMUSG00000027087
ENSMUSG00000026043ENSMUSG00000027435
ENSMUSG00000026043ENSMUSG00000020357
ENSMUSG00000026043ENSMUSG00000042284
ENSMUSG00000026043ENSMUSG00000055447
ENSMUSG00000031503ENSMUSG00000025809
ENSMUSG00000031503ENSMUSG00000027087
ENSMUSG00000031503ENSMUSG00000015533
ENSMUSG00000031503ENSMUSG00000042284
ENSMUSG00000031503ENSMUSG00000055447
ENSMUSG00000026837ENSMUSG00000027087
ENSMUSG00000026837ENSMUSG00000027435
ENSMUSG00000026837ENSMUSG00000015533
ENSMUSG00000026837ENSMUSG00000055447
ENSMUSG00000026042ENSMUSG00000027087
ENSMUSG00000026042ENSMUSG00000027435
ENSMUSG00000026042ENSMUSG00000015533
ENSMUSG00000026042ENSMUSG00000036634
ENSMUSG00000026042ENSMUSG00000055447
ENSMUSG00000004098ENSMUSG00000025809
ENSMUSG00000004098ENSMUSG00000027087
ENSMUSG00000004098ENSMUSG00000003534
ENSMUSG00000004098ENSMUSG00000027435
ENSMUSG00000004098ENSMUSG00000015533
ENSMUSG00000004098ENSMUSG00000042284
ENSMUSG00000004098ENSMUSG00000055447
ENSMUSG00000001119ENSMUSG00000000555
ENSMUSG00000001119ENSMUSG00000027087
ENSMUSG00000001119ENSMUSG00000005087
ENSMUSG00000020241ENSMUSG00000000555
ENSMUSG00000020241ENSMUSG00000027087
ENSMUSG00000020241ENSMUSG00000005087
ENSMUSG00000048126ENSMUSG00000000555
ENSMUSG00000048126ENSMUSG00000027087
ENSMUSG00000048126ENSMUSG00000020689
ENSMUSG00000048126ENSMUSG00000034220
ENSMUSG00000048126ENSMUSG00000034664
ENSMUSG00000048126ENSMUSG00000005087
ENSMUSG00000048126ENSMUSG00000025321
ENSMUSG00000025650ENSMUSG00000027087
ENSMUSG00000025650ENSMUSG00000003534
ENSMUSG00000025650ENSMUSG00000027435
ENSMUSG00000025650ENSMUSG00000020357
ENSMUSG00000025650ENSMUSG00000042284
ENSMUSG00000025650ENSMUSG00000036634
ENSMUSG00000025650ENSMUSG00000055447
ENSMUSG00000068196ENSMUSG00000025809
ENSMUSG00000068196ENSMUSG00000000555
ENSMUSG00000068196ENSMUSG00000027087
ENSMUSG00000068196ENSMUSG00000027435
ENSMUSG00000026147ENSMUSG00000025809
ENSMUSG00000026147ENSMUSG00000000555
ENSMUSG00000026147ENSMUSG00000027087
ENSMUSG00000026147ENSMUSG00000027435
ENSMUSG00000026147ENSMUSG00000015533
ENSMUSG00000026147ENSMUSG00000005087
ENSMUSG00000026147ENSMUSG00000020357
ENSMUSG00000026147ENSMUSG00000042284
ENSMUSG00000026147ENSMUSG00000055447
ENSMUSG00000028626ENSMUSG00000025809
ENSMUSG00000028626ENSMUSG00000000555
ENSMUSG00000028626ENSMUSG00000027087
ENSMUSG00000028626ENSMUSG00000027435
ENSMUSG00000028626ENSMUSG00000034664
ENSMUSG00000028626ENSMUSG00000015533
ENSMUSG00000028626ENSMUSG00000005087
ENSMUSG00000028626ENSMUSG00000020357
ENSMUSG00000028626ENSMUSG00000042284
ENSMUSG00000028626ENSMUSG00000055447
ENSMUSG00000027570ENSMUSG00000025809
ENSMUSG00000027570ENSMUSG00000000555
ENSMUSG00000027570ENSMUSG00000027087
ENSMUSG00000027570ENSMUSG00000027435
ENSMUSG00000027570ENSMUSG00000015533
ENSMUSG00000027570ENSMUSG00000042284
ENSMUSG00000027570ENSMUSG00000055447
ENSMUSG00000003617ENSMUSG00000025809
ENSMUSG00000026726ENSMUSG00000025809
ENSMUSG00000026726ENSMUSG00000000555
ENSMUSG00000026726ENSMUSG00000027087
ENSMUSG00000026726ENSMUSG00000020689
ENSMUSG00000026726ENSMUSG00000034220
ENSMUSG00000026726ENSMUSG00000020592
ENSMUSG00000026726ENSMUSG00000015533
ENSMUSG00000026726ENSMUSG00000005087
ENSMUSG00000026726ENSMUSG00000025321
ENSMUSG00000014773ENSMUSG00000025809
ENSMUSG00000003436ENSMUSG00000025809
ENSMUSG00000027314ENSMUSG00000025809
ENSMUSG00000050272ENSMUSG00000040249
ENSMUSG00000050272ENSMUSG00000025809
ENSMUSG00000028017ENSMUSG00000025809
ENSMUSG00000028017ENSMUSG00000000555
ENSMUSG00000028017ENSMUSG00000001507
ENSMUSG00000046743ENSMUSG00000025809
ENSMUSG00000046743ENSMUSG00000000555
ENSMUSG00000046743ENSMUSG00000027087
ENSMUSG00000046743ENSMUSG00000020689
ENSMUSG00000046743ENSMUSG00000027111
ENSMUSG00000046743ENSMUSG00000001507
ENSMUSG00000046743ENSMUSG00000020592
ENSMUSG00000046743ENSMUSG00000015533
ENSMUSG00000046743ENSMUSG00000005087
ENSMUSG00000046743ENSMUSG00000016942
ENSMUSG00000046743ENSMUSG00000025321
ENSMUSG00000046743ENSMUSG00000058806
ENSMUSG00000046743ENSMUSG00000020758
ENSMUSG00000064080ENSMUSG00000025809
ENSMUSG00000064080ENSMUSG00000027111
ENSMUSG00000064080ENSMUSG00000001507
ENSMUSG00000064080ENSMUSG00000020592
ENSMUSG00000027204ENSMUSG00000015533
ENSMUSG00000026193ENSMUSG00000040249
ENSMUSG00000026193ENSMUSG00000022817
ENSMUSG00000026193ENSMUSG00000020122
ENSMUSG00000026193ENSMUSG00000030786
ENSMUSG00000026193ENSMUSG00000000290
ENSMUSG00000026193ENSMUSG00000034220
ENSMUSG00000027523ENSMUSG00000025809
ENSMUSG00000021270ENSMUSG00000025809
ENSMUSG00000028763ENSMUSG00000000555
ENSMUSG00000028763ENSMUSG00000027087
ENSMUSG00000028763ENSMUSG00000020689
ENSMUSG00000028763ENSMUSG00000027111
ENSMUSG00000028763ENSMUSG00000001507
ENSMUSG00000028763ENSMUSG00000034664
ENSMUSG00000028763ENSMUSG00000005087
ENSMUSG00000028763ENSMUSG00000042284
ENSMUSG00000028763ENSMUSG00000016942
ENSMUSG00000028763ENSMUSG00000025321
ENSMUSG00000028763ENSMUSG00000020758
ENSMUSG00000028763ENSMUSG00000002980
ENSMUSG00000032174ENSMUSG00000025809
ENSMUSG00000001741ENSMUSG00000025809
ENSMUSG00000027276ENSMUSG00000025809
ENSMUSG00000027276ENSMUSG00000027087
ENSMUSG00000027276ENSMUSG00000027111
ENSMUSG00000027276ENSMUSG00000001507
ENSMUSG00000002799ENSMUSG00000025809
ENSMUSG00000002799ENSMUSG00000000555
ENSMUSG00000002799ENSMUSG00000027087
ENSMUSG00000002799ENSMUSG00000020689
ENSMUSG00000002799ENSMUSG00000027111
ENSMUSG00000002799ENSMUSG00000001507
ENSMUSG00000002799ENSMUSG00000015533
ENSMUSG00000031391ENSMUSG00000025809
ENSMUSG00000032796ENSMUSG00000000555
ENSMUSG00000032796ENSMUSG00000020689
ENSMUSG00000032796ENSMUSG00000020592
ENSMUSG00000019899ENSMUSG00000000555
ENSMUSG00000019899ENSMUSG00000020689
ENSMUSG00000019899ENSMUSG00000000290
ENSMUSG00000019899ENSMUSG00000022261
ENSMUSG00000019899ENSMUSG00000034220
ENSMUSG00000019899ENSMUSG00000034664
ENSMUSG00000019899ENSMUSG00000020592
ENSMUSG00000019899ENSMUSG00000025321
ENSMUSG00000019899ENSMUSG00000026971
ENSMUSG00000024421ENSMUSG00000025809
ENSMUSG00000024421ENSMUSG00000000555
ENSMUSG00000024421ENSMUSG00000020689
ENSMUSG00000024421ENSMUSG00000027111
ENSMUSG00000024421ENSMUSG00000001507
ENSMUSG00000024421ENSMUSG00000034220
ENSMUSG00000024421ENSMUSG00000046159
ENSMUSG00000024421ENSMUSG00000020592
ENSMUSG00000024421ENSMUSG00000025321
ENSMUSG00000024421ENSMUSG00000020758
ENSMUSG00000015647ENSMUSG00000027087
ENSMUSG00000002900ENSMUSG00000020689
ENSMUSG00000002900ENSMUSG00000020592
ENSMUSG00000052911ENSMUSG00000025809
ENSMUSG00000052911ENSMUSG00000027111
ENSMUSG00000052911ENSMUSG00000001507
ENSMUSG00000052911ENSMUSG00000020758
ENSMUSG00000026478ENSMUSG00000020592
ENSMUSG00000049252ENSMUSG00000025809
ENSMUSG00000049252ENSMUSG00000000555
ENSMUSG00000049252ENSMUSG00000027087
ENSMUSG00000049252ENSMUSG00000020689
ENSMUSG00000049252ENSMUSG00000027111
ENSMUSG00000049252ENSMUSG00000001507
ENSMUSG00000049252ENSMUSG00000034220
ENSMUSG00000049252ENSMUSG00000034664
ENSMUSG00000049252ENSMUSG00000020592
ENSMUSG00000049252ENSMUSG00000015533
ENSMUSG00000049252ENSMUSG00000005087
ENSMUSG00000049252ENSMUSG00000016942
ENSMUSG00000049252ENSMUSG00000025321
ENSMUSG00000049252ENSMUSG00000026971
ENSMUSG00000049252ENSMUSG00000058806
ENSMUSG00000049252ENSMUSG00000032420
ENSMUSG00000049252ENSMUSG00000025348
ENSMUSG00000049252ENSMUSG00000020758
ENSMUSG00000049252ENSMUSG00000032518
ENSMUSG00000001870ENSMUSG00000025809
ENSMUSG00000001870ENSMUSG00000027087
ENSMUSG00000001870ENSMUSG00000027111
ENSMUSG00000001870ENSMUSG00000001507
ENSMUSG00000001870ENSMUSG00000015533
ENSMUSG00000001870ENSMUSG00000020758
ENSMUSG00000024940ENSMUSG00000025809
ENSMUSG00000024940ENSMUSG00000000555
ENSMUSG00000024940ENSMUSG00000027087
ENSMUSG00000024940ENSMUSG00000020689
ENSMUSG00000024940ENSMUSG00000027111
ENSMUSG00000024940ENSMUSG00000001507
ENSMUSG00000024940ENSMUSG00000015533
ENSMUSG00000031740ENSMUSG00000025809
ENSMUSG00000017737ENSMUSG00000025809
ENSMUSG00000032591ENSMUSG00000025809
ENSMUSG00000039542ENSMUSG00000025809
ENSMUSG00000002341ENSMUSG00000025809
ENSMUSG00000005397ENSMUSG00000000555
ENSMUSG00000005397ENSMUSG00000027111
ENSMUSG00000021806ENSMUSG00000025809
ENSMUSG00000021806ENSMUSG00000000555
ENSMUSG00000021806ENSMUSG00000027087
ENSMUSG00000021806ENSMUSG00000020689
ENSMUSG00000021806ENSMUSG00000027111
ENSMUSG00000021806ENSMUSG00000001507
ENSMUSG00000060275ENSMUSG00000025809
ENSMUSG00000020902ENSMUSG00000025809
ENSMUSG00000020019ENSMUSG00000025809
ENSMUSG00000041534ENSMUSG00000025809
ENSMUSG00000042453ENSMUSG00000000555
ENSMUSG00000042453ENSMUSG00000027087
ENSMUSG00000042453ENSMUSG00000020689
ENSMUSG00000042453ENSMUSG00000027111
ENSMUSG00000042453ENSMUSG00000027009
ENSMUSG00000042453ENSMUSG00000027070
ENSMUSG00000042453ENSMUSG00000020122
ENSMUSG00000042453ENSMUSG00000030786
ENSMUSG00000042453ENSMUSG00000000290
ENSMUSG00000042453ENSMUSG00000022261
ENSMUSG00000042453ENSMUSG00000034220
ENSMUSG00000042453ENSMUSG00000034664
ENSMUSG00000042453ENSMUSG00000020592
ENSMUSG00000042453ENSMUSG00000026580
ENSMUSG00000042453ENSMUSG00000005087
ENSMUSG00000042453ENSMUSG00000025321
ENSMUSG00000041670ENSMUSG00000025809
ENSMUSG00000037386ENSMUSG00000025809
ENSMUSG00000022231ENSMUSG00000025809
ENSMUSG00000019647ENSMUSG00000025809
ENSMUSG00000027200ENSMUSG00000025809
ENSMUSG00000038738ENSMUSG00000025809
ENSMUSG00000038738ENSMUSG00000000555
ENSMUSG00000038738ENSMUSG00000020689
ENSMUSG00000038738ENSMUSG00000025743
ENSMUSG00000038738ENSMUSG00000034220
ENSMUSG00000038738ENSMUSG00000034664
ENSMUSG00000038738ENSMUSG00000005087
ENSMUSG00000038738ENSMUSG00000025321
ENSMUSG00000025020ENSMUSG00000025809
ENSMUSG00000031558ENSMUSG00000025809
ENSMUSG00000056427ENSMUSG00000025809
ENSMUSG00000025006ENSMUSG00000025809
ENSMUSG00000053469ENSMUSG00000025809
ENSMUSG00000053469ENSMUSG00000000555
ENSMUSG00000053469ENSMUSG00000020689
ENSMUSG00000053469ENSMUSG00000027111
ENSMUSG00000053469ENSMUSG00000001507
ENSMUSG00000053469ENSMUSG00000030786
ENSMUSG00000053469ENSMUSG00000000290
ENSMUSG00000053469ENSMUSG00000022261
ENSMUSG00000053469ENSMUSG00000034220
ENSMUSG00000053469ENSMUSG00000020592
ENSMUSG00000053469ENSMUSG00000026580
ENSMUSG00000053469ENSMUSG00000005087
ENSMUSG00000053469ENSMUSG00000020758
ENSMUSG00000040152ENSMUSG00000000555
ENSMUSG00000040152ENSMUSG00000027087
ENSMUSG00000040152ENSMUSG00000015533
ENSMUSG00000040152ENSMUSG00000005087
ENSMUSG00000040152ENSMUSG00000020758
ENSMUSG00000023885ENSMUSG00000000555
ENSMUSG00000023885ENSMUSG00000027087
ENSMUSG00000023885ENSMUSG00000020689
ENSMUSG00000023885ENSMUSG00000001507
ENSMUSG00000023885ENSMUSG00000020592
ENSMUSG00000023885ENSMUSG00000015533
ENSMUSG00000023885ENSMUSG00000005087
ENSMUSG00000028364ENSMUSG00000040249
ENSMUSG00000028364ENSMUSG00000020689
ENSMUSG00000028364ENSMUSG00000026923
ENSMUSG00000028364ENSMUSG00000027111
ENSMUSG00000028364ENSMUSG00000001507
ENSMUSG00000028364ENSMUSG00000022817
ENSMUSG00000028364ENSMUSG00000034220
ENSMUSG00000001930ENSMUSG00000025809
ENSMUSG00000001930ENSMUSG00000020689
ENSMUSG00000001930ENSMUSG00000027111
ENSMUSG00000001930ENSMUSG00000001507
ENSMUSG00000001930ENSMUSG00000020592
ENSMUSG00000001930ENSMUSG00000015533
ENSMUSG00000001930ENSMUSG00000020758
ENSMUSG00000001930ENSMUSG00000032518
