ENSP00000002829ENSP00000379350
ENSP00000002829ENSP00000452786
ENSP00000173229ENSP00000379350
ENSP00000210633ENSP00000379350
ENSP00000210633ENSP00000452786
ENSP00000216286ENSP00000263816
ENSP00000216286ENSP00000379350
ENSP00000216286ENSP00000452786
ENSP00000216286ENSP00000261023
ENSP00000216286ENSP00000282588
ENSP00000216286ENSP00000296585
ENSP00000219070ENSP00000379350
ENSP00000220616ENSP00000379350
ENSP00000220616ENSP00000296585
ENSP00000222399ENSP00000263816
ENSP00000222399ENSP00000243077
ENSP00000222399ENSP00000452786
ENSP00000223642ENSP00000380227
ENSP00000223642ENSP00000263816
ENSP00000223642ENSP00000379350
ENSP00000223642ENSP00000243077
ENSP00000223642ENSP00000452786
ENSP00000223642ENSP00000454071
ENSP00000223642ENSP00000260010
ENSP00000223642ENSP00000371532
ENSP00000223642ENSP00000352561
ENSP00000223642ENSP00000363089
ENSP00000223642ENSP00000261590
ENSP00000223642ENSP00000354932
ENSP00000223642ENSP00000257192
ENSP00000223642ENSP00000347140
ENSP00000225964ENSP00000296181
ENSP00000225964ENSP00000452786
ENSP00000225964ENSP00000222573
ENSP00000225964ENSP00000355361
ENSP00000225964ENSP00000262407
ENSP00000225964ENSP00000344468
ENSP00000225964ENSP00000270233
ENSP00000225964ENSP00000359864
ENSP00000225964ENSP00000362759
ENSP00000225964ENSP00000322270
ENSP00000225964ENSP00000376048
ENSP00000225964ENSP00000007722
ENSP00000225964ENSP00000200181
ENSP00000225964ENSP00000221132
ENSP00000225964ENSP00000358310
ENSP00000225964ENSP00000369399
ENSP00000230538ENSP00000263816
ENSP00000230538ENSP00000243077
ENSP00000230538ENSP00000452786
ENSP00000230538ENSP00000296585
ENSP00000231721ENSP00000379350
ENSP00000232003ENSP00000379350
ENSP00000233242ENSP00000275493
ENSP00000233242ENSP00000380227
ENSP00000233242ENSP00000398632
ENSP00000233242ENSP00000267082
ENSP00000233242ENSP00000307046
ENSP00000233242ENSP00000472620
ENSP00000233242ENSP00000347197
ENSP00000233242ENSP00000367316
ENSP00000233242ENSP00000297350
ENSP00000233242ENSP00000236147
ENSP00000233242ENSP00000263686
ENSP00000233242ENSP00000313875
ENSP00000233242ENSP00000302079
ENSP00000233242ENSP00000354932
ENSP00000233242ENSP00000346067
ENSP00000233242ENSP00000369756
ENSP00000233242ENSP00000257770
ENSP00000233242ENSP00000264741
ENSP00000233242ENSP00000299441
ENSP00000233242ENSP00000304945
ENSP00000245907ENSP00000263816
ENSP00000245907ENSP00000379350
ENSP00000245907ENSP00000452786
ENSP00000245907ENSP00000260010
ENSP00000245907ENSP00000363089
ENSP00000245907ENSP00000354932
ENSP00000252575ENSP00000398632
ENSP00000252575ENSP00000263816
ENSP00000252575ENSP00000379350
ENSP00000252575ENSP00000452786
ENSP00000252575ENSP00000261023
ENSP00000252575ENSP00000282588
ENSP00000252575ENSP00000296585
ENSP00000252575ENSP00000246006
ENSP00000252999ENSP00000452786
ENSP00000252999ENSP00000293379
ENSP00000254958ENSP00000379350
ENSP00000254958ENSP00000452786
ENSP00000257198ENSP00000379350
ENSP00000257198ENSP00000243077
ENSP00000257414ENSP00000263816
ENSP00000257414ENSP00000379350
ENSP00000257414ENSP00000243077
ENSP00000257414ENSP00000452786
ENSP00000257414ENSP00000261023
ENSP00000258341ENSP00000263816
ENSP00000258341ENSP00000243077
ENSP00000258341ENSP00000452786
ENSP00000260129ENSP00000379350
ENSP00000260356ENSP00000263816
ENSP00000260356ENSP00000261023
ENSP00000260356ENSP00000296585
ENSP00000260408ENSP00000263816
ENSP00000260408ENSP00000379350
ENSP00000260408ENSP00000452786
ENSP00000260408ENSP00000261023
ENSP00000260408ENSP00000296585
ENSP00000261037ENSP00000296181
ENSP00000261037ENSP00000398632
ENSP00000261037ENSP00000379350
ENSP00000261037ENSP00000452786
ENSP00000261037ENSP00000261023
ENSP00000261037ENSP00000222573
ENSP00000261037ENSP00000399421
ENSP00000261037ENSP00000293379
ENSP00000261037ENSP00000246006
ENSP00000261037ENSP00000261937
ENSP00000261037ENSP00000356899
ENSP00000261037ENSP00000327290
ENSP00000261037ENSP00000427552
ENSP00000261037ENSP00000355361
ENSP00000261037ENSP00000262407
ENSP00000261037ENSP00000344468
ENSP00000261037ENSP00000359864
ENSP00000261037ENSP00000362759
ENSP00000261037ENSP00000322270
ENSP00000261037ENSP00000340688
ENSP00000261037ENSP00000376048
ENSP00000261037ENSP00000007722
ENSP00000261037ENSP00000221132
ENSP00000261037ENSP00000358310
ENSP00000261037ENSP00000369399
ENSP00000261405ENSP00000275493
ENSP00000261405ENSP00000380227
ENSP00000261405ENSP00000263816
ENSP00000261405ENSP00000379350
ENSP00000261405ENSP00000307046
ENSP00000261405ENSP00000283249
ENSP00000261405ENSP00000293379
ENSP00000261405ENSP00000367316
ENSP00000261405ENSP00000361818
ENSP00000261405ENSP00000313875
ENSP00000261405ENSP00000420321
ENSP00000261405ENSP00000264741
ENSP00000261405ENSP00000304945
ENSP00000261769ENSP00000263816
ENSP00000261769ENSP00000379350
ENSP00000261769ENSP00000243077
ENSP00000261769ENSP00000452786
ENSP00000261769ENSP00000261023
ENSP00000262231ENSP00000263816
ENSP00000262231ENSP00000379350
ENSP00000262231ENSP00000452786
ENSP00000262231ENSP00000261023
ENSP00000262231ENSP00000296585
ENSP00000263665ENSP00000398632
ENSP00000263665ENSP00000263816
ENSP00000263665ENSP00000379350
ENSP00000263665ENSP00000243077
ENSP00000263665ENSP00000452786
ENSP00000263665ENSP00000261023
ENSP00000263665ENSP00000296585
ENSP00000264042ENSP00000263816
ENSP00000264042ENSP00000379350
ENSP00000264042ENSP00000452786
ENSP00000264144ENSP00000452786
ENSP00000264144ENSP00000261023
ENSP00000264187ENSP00000263816
ENSP00000264187ENSP00000296585
ENSP00000264870ENSP00000263816
ENSP00000264870ENSP00000243077
ENSP00000264870ENSP00000452786
ENSP00000264870ENSP00000261023
ENSP00000265077ENSP00000263816
ENSP00000265077ENSP00000243077
ENSP00000265077ENSP00000441691
ENSP00000265077ENSP00000371532
ENSP00000265077ENSP00000309124
ENSP00000265077ENSP00000427679
ENSP00000265077ENSP00000480821
ENSP00000265077ENSP00000389600
ENSP00000265077ENSP00000303634
ENSP00000265131ENSP00000263816
ENSP00000265131ENSP00000243077
ENSP00000265131ENSP00000282588
ENSP00000265171ENSP00000379350
ENSP00000265171ENSP00000243077
ENSP00000265171ENSP00000452786
ENSP00000265171ENSP00000261023
ENSP00000265171ENSP00000296585
ENSP00000265361ENSP00000379350
ENSP00000265362ENSP00000263816
ENSP00000265362ENSP00000379350
ENSP00000265362ENSP00000452786
ENSP00000265769ENSP00000379350
ENSP00000266058ENSP00000379350
ENSP00000271636ENSP00000379350
ENSP00000274473ENSP00000277541
ENSP00000274473ENSP00000364163
ENSP00000274473ENSP00000256646
ENSP00000274473ENSP00000263388
ENSP00000274473ENSP00000379350
ENSP00000274473ENSP00000452786
ENSP00000274473ENSP00000261023
ENSP00000274473ENSP00000296585
ENSP00000274473ENSP00000246006
ENSP00000284136ENSP00000275493
ENSP00000284136ENSP00000263816
ENSP00000284136ENSP00000379350
ENSP00000284981ENSP00000275493
ENSP00000284981ENSP00000379350
ENSP00000286657ENSP00000263816
ENSP00000286657ENSP00000379350
ENSP00000286657ENSP00000243077
ENSP00000286657ENSP00000452786
ENSP00000286657ENSP00000261023
ENSP00000286657ENSP00000296585
ENSP00000290866ENSP00000263816
ENSP00000290866ENSP00000379350
ENSP00000293441ENSP00000398632
ENSP00000293441ENSP00000379350
ENSP00000293441ENSP00000452786
ENSP00000293441ENSP00000261023
ENSP00000293441ENSP00000282588
ENSP00000293441ENSP00000296585
ENSP00000293441ENSP00000246006
ENSP00000293441ENSP00000355361
ENSP00000293441ENSP00000007722
ENSP00000295550ENSP00000380227
ENSP00000295550ENSP00000243077
ENSP00000295550ENSP00000007722
ENSP00000296350ENSP00000379350
ENSP00000297268ENSP00000296181
ENSP00000297268ENSP00000222573
ENSP00000297268ENSP00000293379
ENSP00000297268ENSP00000356899
