FPR,TPR
0.0,0.0
0.0,0.0007593014426727411
0.0,0.11769172361427487
0.0007593014426727411,0.11769172361427487
0.0007593014426727411,0.1480637813211845
0.0015186028853454822,0.1480637813211845
0.0015186028853454822,0.17843583902809415
0.002277904328018223,0.17843583902809415
0.002277904328018223,0.1791951404707669
0.0030372057706909645,0.1791951404707669
0.0030372057706909645,0.2642369020501139
0.0037965072133637054,0.2642369020501139
0.0037965072133637054,0.29309035687167806
0.004555808656036446,0.29309035687167806
0.004555808656036446,0.3545937737281701
0.005315110098709187,0.3545937737281701
0.005315110098709187,0.36522399392558846
0.006074411541381929,0.36522399392558846
0.006074411541381929,0.3675018982536067
0.008352315869400152,0.3675018982536067
0.008352315869400152,0.3720577069096431
0.009111617312072893,0.3720577069096431
0.009111617312072893,0.38496583143507973
0.009870918754745633,0.38496583143507973
0.009870918754745633,0.39635535307517084
0.010630220197418374,0.39635535307517084
0.010630220197418374,0.40774487471526194
0.011389521640091117,0.40774487471526194
0.011389521640091117,0.4153378891419894
0.012148823082763858,0.4153378891419894
0.012148823082763858,0.4517843583902809
0.012908124525436599,0.4517843583902809
0.012908124525436599,0.4533029612756264
0.01366742596810934,0.4533029612756264
0.01366742596810934,0.4548215641609719
0.015186028853454821,0.4548215641609719
0.015186028853454821,0.45785876993166286
0.015945330296127564,0.45785876993166286
0.015945330296127564,0.4616552771450266
0.016704631738800303,0.4616552771450266
0.016704631738800303,0.47000759301442674
0.017463933181473046,0.47000759301442674
0.017463933181473046,0.4791192103264996
0.018223234624145785,0.4791192103264996
0.018223234624145785,0.4806378132118451
0.018982536066818528,0.4806378132118451
0.018982536066818528,0.48367501898253606
0.019741837509491267,0.48367501898253606
0.019741837509491267,0.48519362186788156
0.02050113895216401,0.48519362186788156
0.02050113895216401,0.4882308276385725
0.02126044039483675,0.4882308276385725
0.02126044039483675,0.4912680334092635
0.02201974183750949,0.4912680334092635
0.02201974183750949,0.49582384206529995
0.023538344722854973,0.49582384206529995
0.023538344722854973,0.5079726651480638
0.025056947608200455,0.5079726651480638
0.025056947608200455,0.510250569476082
0.025816249050873197,0.510250569476082
0.025816249050873197,0.5132877752467729
0.026575550493545937,0.5132877752467729
0.026575550493545937,0.5170842824601367
0.02733485193621868,0.5170842824601367
0.02733485193621868,0.5223993925588458
0.02809415337889142,0.5223993925588458
0.02809415337889142,0.5269552012148823
0.02885345482156416,0.5269552012148823
0.02885345482156416,0.5337889141989369
0.029612756264236904,0.5337889141989369
0.029612756264236904,0.5406226271829917
0.030372057706909643,0.5406226271829917
0.030372057706909643,0.5436598329536826
0.031131359149582385,0.5436598329536826
0.031131359149582385,0.5451784358390281
0.03189066059225513,0.5451784358390281
0.03189066059225513,0.5596051632498101
0.032649962034927864,0.5596051632498101
0.032649962034927864,0.5603644646924829
0.033409263477600606,0.5603644646924829
0.033409263477600606,0.5664388762338648
0.03492786636294609,0.5664388762338648
0.03492786636294609,0.5755504935459378
0.03568716780561883,0.5755504935459378
0.03568716780561883,0.577828397873956
0.037965072133637055,0.577828397873956
0.037965072133637055,0.5823842065299925
0.0387243735763098,0.5823842065299925
0.0387243735763098,0.5839028094153379
0.039483675018982534,0.5839028094153379
0.039483675018982534,0.5869400151860289
0.040242976461655276,0.5869400151860289
0.040242976461655276,0.5968109339407744
0.04100227790432802,0.5968109339407744
0.04100227790432802,0.6013667425968109
0.04176157934700076,0.6013667425968109
0.04176157934700076,0.6028853454821564
0.0425208807896735,0.6028853454821564
0.0425208807896735,0.6051632498101747
0.04328018223234624,0.6051632498101747
0.04328018223234624,0.6059225512528473
0.04403948367501898,0.6059225512528473
0.04403948367501898,0.6066818526955201
0.044798785117691725,0.6066818526955201
0.044798785117691725,0.6089597570235383
0.0463173880030372,0.6089597570235383
0.0463173880030372,0.6097190584662111
0.047076689445709946,0.6097190584662111
0.047076689445709946,0.6104783599088838
0.04935459377372817,0.6104783599088838
0.04935459377372817,0.6119969627942293
0.05011389521640091,0.6119969627942293
0.05011389521640091,0.6127562642369021
0.05087319665907365,0.6127562642369021
0.05087319665907365,0.6150341685649203
0.051632498101746395,0.6150341685649203
0.051632498101746395,0.615793470007593
0.05315110098709187,0.615793470007593
0.05315110098709187,0.6165527714502658
0.053910402429764616,0.6165527714502658
0.053910402429764616,0.6173120728929385
0.05466970387243736,0.6173120728929385
0.05466970387243736,0.6226271829916477
0.0554290053151101,0.6226271829916477
0.0554290053151101,0.6241457858769932
0.05694760820045558,0.6241457858769932
0.05694760820045558,0.6279422930903569
0.05922551252847381,0.6279422930903569
0.05922551252847381,0.6324981017463933
0.060744115413819286,0.6324981017463933
0.060744115413819286,0.6332574031890661
0.06150341685649203,0.6332574031890661
0.06150341685649203,0.6340167046317388
0.0630220197418375,0.6340167046317388
0.0630220197418375,0.636294608959757
0.06378132118451026,0.636294608959757
0.06378132118451026,0.6370539104024298
0.06681852695520121,0.6370539104024298
0.06681852695520121,0.6385725132877752
0.06757782839787396,0.6385725132877752
0.06757782839787396,0.6416097190584662
0.0683371298405467,0.6416097190584662
0.0683371298405467,0.642369020501139
0.06909643128321943,0.642369020501139
0.06909643128321943,0.6454062262718299
0.06985573272589218,0.6454062262718299
0.06985573272589218,0.6469248291571754
0.07137433561123765,0.6469248291571754
0.07137433561123765,0.659832953682612
0.0721336370539104,0.659832953682612
0.0721336370539104,0.6621108580106302
0.07441154138192863,0.6621108580106302
0.07441154138192863,0.6636294608959757
0.07593014426727411,0.6636294608959757
0.07593014426727411,0.6651480637813212
0.07668944570994685,0.6651480637813212
0.07668944570994685,0.665907365223994
0.0774487471526196,0.665907365223994
0.0774487471526196,0.6666666666666666
0.07820804859529233,0.6666666666666666
0.07820804859529233,0.6697038724373576
0.07972665148063782,0.6697038724373576
0.07972665148063782,0.6735003796507213
0.0812452543659833,0.6735003796507213
0.0812452543659833,0.6788154897494305
0.08276385725132877,0.6788154897494305
0.08276385725132877,0.680334092634776
0.085041761579347,0.680334092634776
0.085041761579347,0.6826119969627942
0.08580106302201974,0.6826119969627942
0.08580106302201974,0.683371298405467
0.08656036446469248,0.683371298405467
0.08656036446469248,0.6848899012908124
0.08731966590736523,0.6848899012908124
0.08731966590736523,0.6856492027334852
0.08807896735003796,0.6856492027334852
0.08807896735003796,0.6879271070615034
0.08959757023538345,0.6879271070615034
0.08959757023538345,0.6902050113895216
0.09035687167805619,0.6902050113895216
0.09035687167805619,0.6909643128321944
0.09111617312072894,0.6909643128321944
0.09111617312072894,0.6917236142748672
0.09187547456340167,0.6917236142748672
0.09187547456340167,0.6924829157175398
0.0926347760060744,0.6924829157175398
0.0926347760060744,0.6932422171602126
0.09339407744874716,0.6932422171602126
0.09339407744874716,0.6940015186028854
0.09415337889141989,0.6940015186028854
0.09415337889141989,0.6947608200455581
0.09567198177676538,0.6947608200455581
0.09567198177676538,0.6955201214882308
0.09643128321943811,0.6955201214882308
0.09643128321943811,0.6970387243735763
0.09719058466211086,0.6970387243735763
0.09719058466211086,0.6977980258162491
0.0979498861047836,0.6977980258162491
0.0979498861047836,0.6985573272589218
0.10022779043280182,0.6985573272589218
0.10022779043280182,0.7023538344722855
0.10098709187547457,0.7023538344722855
0.10098709187547457,0.7031131359149583
0.10250569476082004,0.7031131359149583
0.10250569476082004,0.7046317388003037
0.10326499620349279,0.7046317388003037
0.10326499620349279,0.7053910402429765
0.10478359908883828,0.7053910402429765
0.10478359908883828,0.7061503416856492
0.10554290053151101,0.7061503416856492
0.10554290053151101,0.7099468488990129
0.1070615034168565,0.7099468488990129
0.1070615034168565,0.7107061503416856
0.11161731207289294,0.7107061503416856
0.11161731207289294,0.7129840546697038
0.11237661351556567,0.7129840546697038
0.11237661351556567,0.7137433561123766
0.11541381928625664,0.7137433561123766
0.11541381928625664,0.7160212604403948
0.11617312072892938,0.7160212604403948
0.11617312072892938,0.7198177676537585
0.12072892938496584,0.7198177676537585
0.12072892938496584,0.7205770690964313
0.12224753227031131,0.7205770690964313
0.12224753227031131,0.7220956719817767
0.12908124525436598,0.7220956719817767
0.12908124525436598,0.7251328777524677
0.13059984813971146,0.7251328777524677
0.13059984813971146,0.7274107820804859
0.13211845102505695,0.7274107820804859
0.13211845102505695,0.7281700835231587
0.13363705391040243,0.7281700835231587
0.13363705391040243,0.7296886864085042
0.13971146545178437,0.7296886864085042
0.13971146545178437,0.7304479878511769
0.14123006833712984,0.7304479878511769
0.14123006833712984,0.7312072892938497
0.1419893697798026,0.7312072892938497
0.1419893697798026,0.7327258921791951
0.14502657555049356,0.7327258921791951
0.14502657555049356,0.7357630979498861
0.14730447987851178,0.7357630979498861
0.14730447987851178,0.7365223993925588
0.15034168564920272,0.7365223993925588
0.15034168564920272,0.7372817008352316
0.15261958997722094,0.7372817008352316
0.15261958997722094,0.7395596051632498
0.15413819286256644,0.7395596051632498
0.15413819286256644,0.7410782080485953
0.1548974943052392,0.7410782080485953
0.1548974943052392,0.741837509491268
0.1571753986332574,0.741837509491268
0.1571753986332574,0.7425968109339408
0.15793470007593013,0.7425968109339408
0.15793470007593013,0.7433561123766135
0.15869400151860288,0.7433561123766135
0.15869400151860288,0.744874715261959
0.1609719058466211,0.744874715261959
