Recall,Precision
1.0,0.5
1.0,0.5006165228113441
1.0,0.5012345679012346
0.9975369458128078,0.5006180469715699
0.9975369458128078,0.5012376237623762
0.9975369458128078,0.5018587360594795
0.9975369458128078,0.5024813895781638
0.9975369458128078,0.5031055900621118
0.9975369458128078,0.503731343283582
0.9975369458128078,0.5043586550435866
0.9975369458128078,0.5049875311720698
0.9975369458128078,0.5056179775280899
0.9950738916256158,0.505
0.9926108374384236,0.5043804755944932
0.9901477832512315,0.5037593984962406
0.9901477832512315,0.5043914680050188
0.9901477832512315,0.5050251256281407
0.9901477832512315,0.5056603773584906
0.9876847290640394,0.5050377833753149
0.9876847290640394,0.5056746532156369
0.9876847290640394,0.5063131313131313
0.9876847290640394,0.506953223767383
0.9852216748768473,0.5063291139240507
0.9852216748768473,0.5069708491761724
0.9827586206896551,0.5063451776649747
0.9827586206896551,0.5069885641677255
0.9802955665024631,0.5063613231552163
0.9802955665024631,0.5070063694267516
0.9802955665024631,0.5076530612244898
0.9778325123152709,0.5070242656449553
0.9753694581280788,0.5063938618925832
0.9753694581280788,0.5070422535211268
0.9753694581280788,0.5076923076923077
0.9753694581280788,0.5083440308087291
0.9753694581280788,0.5089974293059126
0.9753694581280788,0.5096525096525096
0.9753694581280788,0.5103092783505154
0.9753694581280788,0.5109677419354839
0.9753694581280788,0.5116279069767442
0.9753694581280788,0.5122897800776197
0.9753694581280788,0.5129533678756477
0.9753694581280788,0.5136186770428015
0.9753694581280788,0.5142857142857142
0.9753694581280788,0.5149544863459038
0.9753694581280788,0.515625
0.9729064039408867,0.5149934810951761
0.9729064039408867,0.5156657963446475
0.9729064039408867,0.5163398692810458
0.9729064039408867,0.5170157068062827
0.9729064039408867,0.5176933158584535
0.9704433497536946,0.5170603674540682
0.9704433497536946,0.5177398160315374
0.9704433497536946,0.5184210526315789
0.9704433497536946,0.5191040843214756
0.9704433497536946,0.5197889182058048
0.9704433497536946,0.5204755614266843
0.9704433497536946,0.5211640211640212
0.9704433497536946,0.5218543046357615
0.9679802955665024,0.5212201591511937
0.9679802955665024,0.5219123505976095
0.9679802955665024,0.5226063829787234
0.9679802955665024,0.5233022636484687
0.9655172413793104,0.5226666666666666
0.9630541871921182,0.5220293724966623
0.9605911330049262,0.5213903743315508
0.9605911330049262,0.5220883534136547
0.9605911330049262,0.5227882037533512
0.9605911330049262,0.5234899328859061
0.9605911330049262,0.5241935483870968
0.9605911330049262,0.5248990578734859
0.958128078817734,0.5242587601078167
0.958128078817734,0.524966261808367
0.958128078817734,0.5256756756756756
0.958128078817734,0.5263870094722598
0.958128078817734,0.5271002710027101
0.958128078817734,0.5278154681139756
0.958128078817734,0.5285326086956522
0.958128078817734,0.5292517006802722
0.958128078817734,0.5299727520435967
0.958128078817734,0.5306957708049114
0.958128078817734,0.5314207650273224
0.958128078817734,0.5321477428180574
0.9556650246305419,0.5315068493150685
0.9556650246305419,0.532235939643347
0.9556650246305419,0.532967032967033
0.9556650246305419,0.5337001375515819
0.9556650246305419,0.5344352617079889
0.9556650246305419,0.5351724137931034
0.9556650246305419,0.5359116022099447
0.9556650246305419,0.5366528354080221
0.9556650246305419,0.5373961218836565
0.9556650246305419,0.5381414701803051
0.9556650246305419,0.5388888888888889
0.9532019704433498,0.5382475660639777
0.9532019704433498,0.5389972144846796
0.9532019704433498,0.5397489539748954
0.9532019704433498,0.5405027932960894
0.9532019704433498,0.5412587412587413
0.9532019704433498,0.542016806722689
0.9532019704433498,0.5427769985974754
0.9532019704433498,0.5435393258426966
0.9507389162561576,0.5428973277074542
0.9507389162561576,0.543661971830986
0.9507389162561576,0.5444287729196051
0.9507389162561576,0.5451977401129944
0.9507389162561576,0.545968882602546
0.9507389162561576,0.546742209631728
0.9507389162561576,0.5475177304964539
0.9507389162561576,0.5482954545454546
0.9507389162561576,0.5490753911806543
0.9507389162561576,0.5498575498575499
0.9507389162561576,0.550641940085592
0.9507389162561576,0.5514285714285714
0.9507389162561576,0.5522174535050072
0.9507389162561576,0.5530085959885387
0.9507389162561576,0.5538020086083214
0.9507389162561576,0.5545977011494253
0.9507389162561576,0.5553956834532374
0.9507389162561576,0.5561959654178674
0.9507389162561576,0.556998556998557
0.9507389162561576,0.5578034682080925
0.9507389162561576,0.5586107091172214
0.9507389162561576,0.5594202898550724
0.9507389162561576,0.5602322206095791
0.9507389162561576,0.561046511627907
0.9507389162561576,0.5618631732168851
0.9507389162561576,0.5626822157434402
0.9507389162561576,0.5635036496350365
0.9507389162561576,0.564327485380117
0.9507389162561576,0.5651537335285505
0.9507389162561576,0.5659824046920822
0.9482758620689655,0.5653450807635829
0.9458128078817734,0.5647058823529412
0.9458128078817734,0.5655375552282769
0.9433497536945813,0.5648967551622419
0.9433497536945813,0.5657311669128509
0.9433497536945813,0.5665680473372781
0.9433497536945813,0.5674074074074074
0.9433497536945813,0.5682492581602374
0.9408866995073891,0.5676077265973254
0.9408866995073891,0.5684523809523809
0.9408866995073891,0.5692995529061102
0.9408866995073891,0.5701492537313433
0.9408866995073891,0.5710014947683109
0.9408866995073891,0.5718562874251497
0.9408866995073891,0.5727136431784108
0.9384236453201971,0.5720720720720721
0.9359605911330049,0.5714285714285714
0.9359605911330049,0.572289156626506
0.9359605911330049,0.5731523378582202
0.9359605911330049,0.5740181268882175
0.9359605911330049,0.5748865355521936
0.9359605911330049,0.5757575757575758
0.9359605911330049,0.5766312594840668
0.9359605911330049,0.5775075987841946
0.9359605911330049,0.578386605783866
0.9359605911330049,0.5792682926829268
0.9359605911330049,0.5801526717557252
